popularity,tempo,energy,danceability
1,139.061,0.558,0.867
0,144.191,0.649,0.641
0,95.021,0.698,0.894
0,95.942,0.539,0.641
0,123.002,0.324,0.902
0,169.752,0.946,0.344
1,128.028,0.891,0.662
1,125.986,0.749,0.561
0,118.506,0.829,0.788
0,121.425,0.812,0.37
1,120.959,0.482,0.769
1,155.586,0.605,0.392
1,165.972,0.878,0.579
0,102.078,0.541,0.195
1,171.966,0.899,0.554
1,102.211,0.733,0.599
1,127.993,0.88,0.531
0,77.464,0.477,0.497
0,188.852,0.996,0.266
0,169.961,0.823,0.629
1,68.58,0.58,0.417
0,114.957,0.582,0.22
0,115.991,0.758,0.786
1,101.013,0.595,0.742
1,98.985,0.814,0.872
0,153.234,0.516,0.614
1,68.534,0.543,0.359
0,94.141,0.604,0.722
0,105.003,0.825,0.91
0,174.617,0.997,0.0802
1,85.054,0.797,0.499
0,119.923,0.433,0.407
0,139.133,0.989,0.451
0,144.039,0.889,0.545
1,141.056,0.812,0.541
0,144.025,0.957,0.424
1,135.009,0.925,0.56
1,155.99,0.796,0.527
1,140.027,0.859,0.788
1,127.988,0.856,0.792
0,134.97,0.984,0.452
1,125.019,0.806,0.781
1,119.889,0.523,0.936
1,93.009,0.747,0.807
0,109.739,0.368,0.827
1,97.981,0.586,0.796
1,118.038,0.69,0.61
1,149.445,0.666,0.365
0,110.987,0.844,0.552
0,142.008,0.733,0.448
1,94.947,0.408,0.733
0,77.263,0.178,0.378
1,112.96,0.936,0.56
0,189.785,0.604,0.181
0,121.159,0.969,0.173
0,86.142,0.755,0.489
1,140.998,0.709,0.703
0,120.012,0.979,0.481
0,92.051,0.385,0.717
0,119.993,0.863,0.624
1,120.003,0.836,0.752
0,162.018,0.966,0.707
0,98.291,0.812,0.358
0,125.081,0.95,0.331
0,179.888,0.43,0.728
0,109.992,0.683,0.842
1,146.078,0.922,0.641
1,139.953,0.742,0.374
0,97.982,0.666,0.473
0,129.945,0.397,0.832
1,92.036,0.559,0.587
0,98.035,0.759,0.637
1,125.035,0.573,0.962
0,140.758,0.978,0.284
0,155.045,0.991,0.443
0,70.007,0.355,0.763
1,92.99,0.819,0.773
1,112.961,0.619,0.739
0,67.762,0.861,0.281
1,145.245,0.731,0.685
1,121.07,0.663,0.6
1,95.239,0.665,0.75
1,123.002,0.89,0.637
1,95.956,0.807,0.676
0,172.943,0.87,0.561
0,142.297,0.9,0.16
1,88.986,0.903,0.505
0,100.749,0.975,0.324
1,126.405,0.925,0.408
0,122.996,0.602,0.924
0,144.179,0.345,0.666
1,113.055,0.652,0.486
1,147.986,0.617,0.671
0,125.04,0.971,0.465
1,88.865,0.637,0.488
0,120.066,0.332,0.895
1,129.014,0.81,0.839
0,95.025,0.679,0.724
1,99.933,0.823,0.647
1,164.982,0.816,0.293
1,182.973,0.546,0.83
0,109.997,0.835,0.626
1,82.142,0.691,0.635
1,130.003,0.562,0.809
0,129.947,0.829,0.501
0,109.782,0.297,0.63
0,137.976,0.848,0.604
0,101.986,0.821,0.842
1,100.004,0.825,0.625
0,90.003,0.95,0.46
0,128.988,0.226,0.585
0,109.529,0.743,0.447
0,124.029,0.705,0.614
1,127.967,0.895,0.798
0,177.057,0.136,0.114
0,166.76,0.751,0.33
0,90.913,0.0901,0.395
1,129.038,0.438,0.865
0,168.106,0.532,0.623
1,98.064,0.817,0.696
0,137.386,0.237,0.475
0,98.001,0.81,0.653
1,127.976,0.702,0.521
0,110.986,0.825,0.518
1,116.03,0.805,0.626
1,141.981,0.506,0.595
0,109.974,0.732,0.79
1,160.021,0.397,0.496
1,158.114,0.798,0.469
1,120.013,0.711,0.846
0,181.891,0.96,0.323
0,147.971,0.979,0.403
1,160.002,0.683,0.732
0,92.003,0.931,0.597
0,115.1,0.644,0.666
0,149.955,0.82,0.448
1,88.938,0.74,0.596
1,151.343,0.651,0.366
0,117.499,0.95,0.395
0,111.88,0.699,0.601
1,91.954,0.646,0.57
1,156.053,0.917,0.488
0,134.908,0.388,0.745
0,127.011,0.871,0.79
1,77.557,0.561,0.745
0,108.574,0.428,0.76
1,97.033,0.53,0.763
1,126.035,0.822,0.693
0,115.263,0.0521,0.199
1,161.997,0.453,0.813
1,133.992,0.57,0.747
0,117.886,0.861,0.265
1,103.987,0.726,0.654
1,157.966,0.451,0.481
1,104.98,0.878,0.549
1,95.958,0.819,0.65
1,99.976,0.984,0.876
0,148.464,0.895,0.198
0,128.017,0.786,0.696
0,150.071,0.967,0.56
1,153.848,0.594,0.703
0,105.154,0.971,0.171
1,91.999,0.911,0.659
1,102.018,0.867,0.758
1,114.966,0.769,0.755
0,84.986,0.941,0.476
0,101.534,0.98,0.333
0,101.238,0.311,0.136
1,139.997,0.944,0.523
0,74.933,0.163,0.447
1,112.988,0.696,0.651
1,80.014,0.826,0.702
1,151.618,0.53,0.638
1,73.433,0.39,0.576
1,138.97,0.862,0.718
0,105.062,0.524,0.754
1,119.989,0.654,0.709
0,83.992,0.328,0.682
1,167.991,0.813,0.615
1,169.958,0.75,0.481
0,119.981,0.927,0.725
1,100.956,0.48,0.355
1,104.952,0.839,0.678
0,140.06,0.542,0.515
1,154.084,0.783,0.643
1,125.358,0.805,0.523
1,115.05,0.876,0.61
1,123.92,0.643,0.749
0,74.69,0.905,0.361
0,169.442,0.622,0.58
0,101.982,0.817,0.846
1,143.919,0.196,0.64
0,73.542,0.292,0.179
1,111.004,0.555,0.764
0,139.302,0.845,0.433
0,104.815,0.15,0.61
0,131.803,0.943,0.532
0,129.995,0.946,0.737
0,141.485,0.991,0.151
1,125.976,0.799,0.612
0,157.795,0.972,0.346
0,109.779,0.481,0.808
1,122.585,0.678,0.56
0,128.877,0.347,0.582
1,92.506,0.73,0.852
0,180.523,0.943,0.447
0,80.005,0.467,0.721
0,117.993,0.889,0.748
1,119.972,0.595,0.516
1,139.849,0.624,0.505
1,136.245,0.784,0.448
0,96.738,0.915,0.234
0,174.054,0.755,0.379
0,100.05,0.96,0.64
0,130.63,0.0438,0.496
0,96.611,0.934,0.186
0,127.991,0.894,0.559
0,112.051,0.947,0.368
1,79.732,0.412,0.526
0,86.544,0.926,0.31
0,139.996,0.943,0.48
1,188.36,0.791,0.471
1,90.076,0.888,0.68
0,165.91,0.849,0.74
1,129.974,0.475,0.764
1,148.393,0.29,0.662
1,128.04,0.725,0.802
1,109.974,0.561,0.845
1,140.001,0.917,0.613
0,169.029,0.988,0.374
0,105.965,0.916,0.211
0,100.969,0.828,0.854
1,160.039,0.795,0.559
0,126.008,0.711,0.808
0,108.065,0.818,0.631
1,97.011,0.956,0.449
1,112.988,0.886,0.611
1,135.959,0.794,0.749
1,113.088,0.573,0.724
0,145.066,0.677,0.595
0,129.999,0.682,0.663
0,112.956,0.732,0.64
0,147.388,0.752,0.587
1,95.982,0.919,0.682
0,125.983,0.106,0.446
0,115.213,0.197,0.51
0,138.854,0.936,0.229
1,120.051,0.664,0.943
1,129.899,0.701,0.619
1,95.027,0.72,0.678
1,97.994,0.559,0.884
1,115.415,0.67,0.445
0,146.034,0.947,0.441
1,86.953,0.466,0.651
1,79.998,0.357,0.624
0,136.028,0.591,0.81
0,112.956,0.661,0.627
0,96.016,0.847,0.657
1,100.033,0.637,0.737
1,120.019,0.816,0.98
0,87.854,0.548,0.499
0,163.91,0.731,0.599
0,100.003,0.611,0.872
0,112.104,0.081,0.646
1,122.003,0.868,0.738
1,191.944,0.725,0.668
1,110.003,0.65,0.733
1,130.061,0.728,0.73
0,110.885,0.755,0.599
1,169.021,0.786,0.502
1,87.012,0.764,0.618
0,123.895,0.923,0.597
0,151.916,0.807,0.553
1,110.01,0.865,0.57
1,119.993,0.554,0.793
1,131.937,0.521,0.536
1,75.016,0.653,0.746
1,124.42,0.944,0.592
0,115.867,0.687,0.629
1,95.95,0.564,0.712
1,107.989,0.379,0.614
0,130.043,0.837,0.59
0,101.992,0.841,0.723
1,175.985,0.678,0.733
1,140.077,0.815,0.585
0,90.128,0.207,0.557
0,91.581,0.567,0.623
0,138.046,0.945,0.363
0,140.341,0.114,0.461
0,121.009,0.925,0.249
1,97.048,0.807,0.739
0,88.003,0.267,0.449
1,158.119,0.507,0.566
0,74.912,0.879,0.271
1,150.001,0.586,0.899
1,100.064,0.724,0.602
0,176.037,0.907,0.5
0,119.587,0.723,0.354
1,154.992,0.697,0.82
1,110.898,0.314,0.671
1,167.114,0.882,0.4
0,119.961,0.641,0.89
0,159.974,0.947,0.398
0,75.955,0.369,0.661
0,176.998,0.114,0.395
0,82.083,0.865,0.662
0,103.188,0.451,0.628
1,95.799,0.385,0.572
1,96.055,0.782,0.905
1,134.972,0.603,0.729
0,148.026,0.876,0.531
0,169.029,0.988,0.374
1,119.002,0.753,0.774
1,159.953,0.781,0.511
0,102.224,0.958,0.543
1,75.752,0.412,0.453
0,56.16,0.0351,0.352
1,100.001,0.645,0.802
0,151.3,0.945,0.352
0,99.004,0.986,0.221
0,94.001,0.518,0.789
0,127.961,0.975,0.749
1,133.858,0.264,0.709
0,74.602,0.998,0.214
0,175.962,0.651,0.558
0,92.217,0.0715,0.174
0,106.779,0.416,0.499
1,96.017,0.654,0.623
0,134.993,0.982,0.327
0,195.063,0.987,0.362
1,131.951,0.705,0.693
0,110.036,0.631,0.9
1,130.032,0.67,0.736
1,98.049,0.688,0.677
1,163.995,0.891,0.723
1,129.989,0.559,0.778
0,125.116,0.669,0.786
1,164.196,0.654,0.385
0,98.046,0.774,0.636
0,75.012,0.539,0.573
0,80.421,0.882,0.179
1,97.012,0.886,0.673
0,126.188,0.238,0.478
1,130.012,0.928,0.608
1,146.93,0.731,0.797
1,104.954,0.621,0.882
0,107.538,0.269,0.537
1,148.039,0.833,0.482
1,118.031,0.908,0.664
0,121.307,0.469,0.511
1,121.873,0.591,0.652
1,117.834,0.433,0.534
0,134.102,0.565,0.6
0,161.34,0.84,0.763
0,190.197,0.774,0.378
0,145.003,0.484,0.705
1,170.918,0.887,0.599
0,121.993,0.676,0.862
1,113.987,0.919,0.597
1,111.002,0.593,0.745
0,100.026,0.57,0.95
0,186.007,0.989,0.448
1,113.029,0.627,0.798
1,130.033,0.685,0.772
0,110.062,0.977,0.171
0,94.742,0.834,0.184
0,119.976,0.693,0.433
1,139.978,0.541,0.716
1,155.066,0.844,0.437
1,123.984,0.364,0.837
0,109.996,0.857,0.785
1,112.009,0.632,0.856
0,135.004,0.886,0.596
1,124.989,0.787,0.726
0,140.032,0.572,0.785
1,124.956,0.687,0.577
0,92.003,0.931,0.597
0,139.518,0.913,0.428
1,194.826,0.473,0.681
0,97.922,0.907,0.363
1,140.032,0.546,0.881
1,154.038,0.572,0.731
1,169.94,0.906,0.54
1,140.0,0.562,0.712
1,77.0,0.863,0.54
0,79.976,0.389,0.584
0,119.998,0.881,0.845
1,106.024,0.673,0.572
0,159.915,0.51,0.246
0,101.989,0.676,0.737
1,115.045,0.916,0.498
1,103.369,0.312,0.639
1,179.955,0.654,0.507
0,125.159,0.49,0.729
0,123.745,0.986,0.272
1,126.972,0.804,0.626
1,192.099,0.458,0.61
1,137.918,0.482,0.262
0,90.041,0.976,0.353
0,72.307,0.998,0.0625
1,120.026,0.693,0.663
1,138.039,0.824,0.738
1,97.995,0.415,0.931
1,86.048,0.637,0.853
1,154.355,0.564,0.563
1,134.021,0.752,0.624
0,103.707,0.869,0.153
1,105.096,0.631,0.568
1,74.963,0.35,0.87
0,161.428,0.822,0.368
1,149.882,0.586,0.544
0,169.909,0.409,0.448
0,124.998,0.772,0.594
1,97.972,0.887,0.606
1,102.861,0.755,0.644
0,142.698,0.807,0.575
1,166.134,0.529,0.582
0,109.796,0.776,0.814
0,93.149,0.301,0.384
1,170.157,0.802,0.652
1,76.503,0.55,0.81
1,105.756,0.341,0.335
0,128.013,0.485,0.802
1,95.03,0.536,0.8
0,78.488,0.336,0.482
1,111.989,0.809,0.768
1,119.991,0.854,0.555
1,154.911,0.705,0.702
1,86.997,0.366,0.545
1,139.432,0.781,0.432
1,144.077,0.64,0.705
0,78.0,0.908,0.466
0,144.72,0.986,0.515
0,91.993,0.915,0.439
0,130.02,0.774,0.732
1,111.893,0.31,0.621
1,128.966,0.949,0.709
0,155.607,0.718,0.408
1,122.951,0.937,0.69
0,147.052,0.871,0.305
1,106.966,0.653,0.717
1,134.007,0.411,0.713
0,104.993,0.968,0.434
0,98.419,0.33,0.432
0,77.649,0.518,0.218
1,141.996,0.77,0.571
1,132.07,0.517,0.926
1,176.004,0.693,0.537
0,88.039,0.708,0.904
1,75.896,0.195,0.467
1,134.877,0.576,0.755
0,77.592,0.311,0.212
0,59.231,0.104,0.129
1,95.997,0.703,0.76
1,85.979,0.73,0.596
1,81.034,0.818,0.558
1,89.921,0.671,0.63
0,133.965,0.508,0.456
0,103.297,0.99,0.314
1,77.169,0.449,0.754
0,153.674,0.509,0.553
1,152.035,0.632,0.615
0,94.135,0.257,0.533
0,134.987,0.931,0.233
1,159.863,0.836,0.501
0,140.701,0.555,0.378
0,80.01,0.724,0.511
0,103.864,0.493,0.707
0,110.027,0.587,0.811
1,160.223,0.606,0.766
0,172.013,0.512,0.477
1,101.967,0.719,0.872
1,142.689,0.474,0.616
1,157.999,0.58,0.67
0,140.252,0.923,0.281
1,75.025,0.768,0.657
1,96.991,0.492,0.827
0,159.438,0.953,0.144
1,128.035,0.823,0.646
1,76.078,0.441,0.638
0,158.06,0.83,0.324
0,160.038,0.529,0.795
1,104.002,0.731,0.654
1,164.146,0.857,0.614
1,68.191,0.366,0.487
0,137.817,0.528,0.487
0,75.884,0.902,0.439
0,119.663,0.658,0.734
1,128.015,0.406,0.878
1,174.055,0.121,0.306
1,101.016,0.723,0.629
1,99.945,0.76,0.654
0,113.964,0.893,0.755
1,189.607,0.688,0.41
0,96.004,0.975,0.535
1,133.054,0.462,0.713
1,127.958,0.816,0.689
0,170.099,0.97,0.38
0,140.006,0.787,0.786
0,91.994,0.5,0.699
1,120.998,0.594,0.343
1,122.925,0.759,0.617
1,148.006,0.977,0.677
1,159.814,0.683,0.514
0,130.065,0.54,0.636
1,82.014,0.904,0.579
1,169.975,0.857,0.476
0,116.529,0.0747,0.577
1,119.913,0.31,0.652
0,116.02,0.804,0.826
0,74.992,0.157,0.621
0,130.024,0.912,0.461
1,144.998,0.885,0.68
0,75.037,0.977,0.507
0,122.026,0.879,0.802
1,129.993,0.727,0.75
1,78.521,0.724,0.418
1,93.035,0.825,0.578
0,89.939,0.454,0.446
0,89.549,0.833,0.628
1,130.029,0.285,0.481
1,159.942,0.777,0.598
1,111.969,0.849,0.68
0,122.997,0.772,0.739
1,167.983,0.805,0.507
1,180.064,0.667,0.664
1,94.988,0.69,0.634
1,125.054,0.858,0.728
0,136.15,0.132,0.645
0,144.986,0.936,0.168
0,140.009,0.453,0.878
0,128.184,0.657,0.636
0,124.987,0.595,0.86
0,74.983,0.521,0.263
0,106.701,0.526,0.693
1,180.118,0.661,0.513
0,108.336,0.984,0.315
0,144.989,0.311,0.215
0,122.11,0.625,0.267
1,100.991,0.793,0.687
0,145.061,0.987,0.636
1,77.217,0.768,0.536
0,146.887,0.719,0.537
1,81.514,0.7,0.755
0,135.596,0.836,0.539
0,97.03,0.825,0.599
0,165.061,0.925,0.551
0,104.943,0.977,0.41
1,78.139,0.872,0.209
1,99.063,0.508,0.685
0,130.032,0.82,0.713
1,126.043,0.712,0.584
0,172.59,0.823,0.232
0,73.024,0.237,0.263
1,105.945,0.781,0.668
1,118.384,0.751,0.675
1,147.93,0.65,0.536
0,80.012,0.655,0.715
0,79.653,0.579,0.32
0,136.101,0.674,0.255
0,131.036,0.876,0.497
1,124.992,0.907,0.715
0,165.015,0.815,0.596
0,105.999,0.688,0.683
1,141.963,0.649,0.51
0,105.966,0.993,0.641
1,127.96,0.766,0.743
0,120.294,0.977,0.405
0,101.692,0.941,0.137
0,139.992,0.71,0.594
1,123.801,0.66,0.58
1,89.99,0.795,0.646
0,179.886,0.198,0.18
0,147.812,0.544,0.902
1,128.021,0.913,0.595
1,131.02,0.874,0.647
0,94.996,0.932,0.517
0,109.94,0.724,0.584
1,180.977,0.841,0.43
0,132.059,0.963,0.617
0,174.059,0.866,0.457
1,120.041,0.888,0.581
1,133.03,0.942,0.662
1,121.972,0.865,0.612
0,108.012,0.969,0.586
1,105.803,0.598,0.614
0,92.972,0.796,0.482
0,100.01,0.548,0.854
1,129.062,0.495,0.864
1,111.97,0.814,0.663
1,131.127,0.756,0.48
0,84.891,0.223,0.621
0,117.348,0.119,0.335
1,155.008,0.73,0.834
1,95.0,0.806,0.619
1,110.771,0.734,0.511
1,131.147,0.908,0.648
0,128.392,0.988,0.442
0,127.941,0.762,0.687
0,90.748,0.927,0.311
1,171.016,0.733,0.597
1,112.998,0.903,0.554
1,132.011,0.856,0.681
0,104.996,0.438,0.72
0,92.991,0.7,0.749
0,156.094,0.556,0.61
1,149.042,0.488,0.74
0,119.95,0.422,0.207
1,111.001,0.853,0.483
0,104.736,0.857,0.671
1,91.985,0.816,0.564
0,107.998,0.991,0.468
0,111.621,0.201,0.572
1,150.189,0.59,0.579
0,99.792,0.619,0.626
1,137.98,0.764,0.746
1,171.945,0.921,0.434
1,103.002,0.318,0.826
1,155.892,0.799,0.473
1,140.141,0.477,0.719
0,124.008,0.597,0.906
0,163.214,0.968,0.31
0,99.963,0.577,0.565
0,96.022,0.944,0.52
1,173.996,0.776,0.683
0,97.049,0.685,0.674
0,150.742,0.658,0.526
0,120.986,0.774,0.881
0,161.992,0.93,0.411
1,75.09,0.707,0.602
0,100.007,0.237,0.578
0,136.118,0.697,0.504
0,94.814,0.939,0.169
0,110.633,0.692,0.629
1,143.966,0.736,0.658
0,122.997,0.772,0.739
1,156.034,0.632,0.496
0,119.961,0.641,0.89
1,144.981,0.696,0.82
1,82.251,0.565,0.599
1,158.087,0.624,0.715
0,128.042,0.672,0.538
1,124.992,0.621,0.617
0,108.018,0.926,0.718
0,149.911,0.911,0.56
1,146.034,0.625,0.729
1,180.291,0.9,0.529
1,99.97,0.675,0.54
0,135.031,0.792,0.791
0,130.106,0.556,0.624
1,96.924,0.633,0.698
0,119.415,0.204,0.171
0,109.024,0.336,0.643
1,114.962,0.875,0.738
0,124.998,0.69,0.897
1,100.014,0.799,0.818
1,117.089,0.787,0.399
0,123.016,0.839,0.543
1,92.097,0.634,0.638
0,59.17,0.132,0.0704
1,103.993,0.853,0.688
0,85.49,0.389,0.534
1,134.936,0.561,0.59
1,162.989,0.713,0.549
0,99.882,0.479,0.317
0,113.972,0.963,0.531
1,77.011,0.969,0.519
1,145.008,0.699,0.882
1,106.005,0.674,0.657
1,136.173,0.568,0.795
0,137.208,0.696,0.587
1,134.052,0.887,0.807
1,97.004,0.696,0.739
0,175.878,0.928,0.364
1,95.19,0.808,0.543
0,127.611,0.833,0.507
0,130.213,0.467,0.602
1,105.038,0.811,0.899
0,133.068,0.875,0.786
1,120.001,0.52,0.672
0,194.563,0.524,0.271
0,89.799,0.565,0.626
1,81.0,0.603,0.684
1,97.953,0.473,0.774
1,156.141,0.691,0.488
1,162.966,0.691,0.826
1,151.911,0.967,0.632
1,107.452,0.764,0.618
1,121.01,0.547,0.96
0,179.893,0.797,0.424
0,183.241,0.46,0.622
0,180.049,0.846,0.662
0,151.958,0.739,0.815
0,107.367,0.939,0.682
1,102.91,0.83,0.68
0,159.903,0.76,0.618
1,111.519,0.26,0.492
1,145.063,0.785,0.85
1,117.988,0.63,0.479
1,77.592,0.454,0.38
0,100.043,0.854,0.781
1,173.794,0.629,0.396
1,84.956,0.704,0.589
0,125.038,0.736,0.663
1,91.977,0.859,0.744
1,120.019,0.654,0.652
0,137.964,0.675,0.863
1,107.978,0.436,0.604
1,164.096,0.762,0.52
1,118.97,0.666,0.762
0,108.012,0.914,0.741
0,125.031,0.98,0.353
1,77.881,0.619,0.56
0,180.004,0.98,0.447
0,110.21,0.367,0.668
0,130.001,0.934,0.552
1,120.047,0.549,0.675
1,115.007,0.73,0.759
0,109.511,0.993,0.351
0,78.352,0.28,0.533
1,91.007,0.711,0.514
1,128.038,0.866,0.578
0,158.846,0.21,0.425
0,126.044,0.95,0.456
0,97.979,0.58,0.718
1,169.784,0.476,0.421
1,136.071,0.335,0.693
1,142.11,0.159,0.632
1,145.057,0.911,0.541
0,179.864,0.982,0.335
0,81.58,0.995,0.189
1,179.919,0.58,0.27
1,97.062,0.539,0.817
1,126.988,0.873,0.766
1,125.047,0.387,0.949
1,87.666,0.667,0.546
1,120.061,0.887,0.59
1,98.033,0.595,0.642
0,116.037,0.562,0.429
0,120.027,0.868,0.453
0,89.196,0.158,0.386
0,110.999,0.456,0.729
0,172.089,0.703,0.505
0,96.486,0.351,0.432
1,143.374,0.371,0.405
1,76.006,0.611,0.589
1,109.9,0.414,0.514
1,127.04,0.799,0.533
0,154.14,0.947,0.217
0,133.899,0.706,0.565
0,140.256,0.987,0.318
0,139.943,0.981,0.471
1,97.075,0.638,0.938
0,124.987,0.818,0.743
0,170.507,0.822,0.476
1,139.112,0.439,0.903
1,103.313,0.402,0.552
1,130.022,0.802,0.544
0,101.579,0.984,0.252
1,121.973,0.878,0.547
0,95.047,0.97,0.272
0,125.035,0.952,0.518
1,110.049,0.853,0.781
1,173.585,0.956,0.491
1,133.952,0.374,0.712
0,155.317,0.958,0.455
1,106.004,0.841,0.608
0,181.455,0.33,0.382
0,105.649,0.632,0.243
1,140.047,0.815,0.467
0,104.436,0.345,0.434
1,120.017,0.837,0.918
0,119.957,0.906,0.614
0,95.002,0.694,0.746
1,95.989,0.892,0.733
0,97.016,0.684,0.686
1,171.849,0.588,0.451
1,95.977,0.652,0.825
1,78.942,0.408,0.498
0,125.258,0.0534,0.332
0,165.203,0.663,0.568
0,97.99,0.682,0.726
1,93.975,0.725,0.643
0,131.247,0.996,0.164
0,131.786,0.938,0.705
0,165.232,0.808,0.363
0,130.324,0.988,0.452
0,93.758,0.959,0.486
0,94.985,0.91,0.493
0,140.329,0.641,0.595
0,90.705,0.692,0.699
0,168.589,0.668,0.427
0,164.029,0.943,0.393
0,120.078,0.0937,0.496
1,112.986,0.565,0.58
0,132.621,0.603,0.496
0,109.876,0.955,0.299
0,73.946,0.769,0.529
1,132.12,0.666,0.864
0,107.011,0.607,0.969
0,109.451,0.0732,0.529
0,142.187,0.138,0.192
0,150.87,0.186,0.483
1,142.979,0.699,0.799
0,187.642,0.844,0.618
1,119.986,0.854,0.599
1,76.979,0.743,0.517
1,129.895,0.452,0.532
0,86.175,0.86,0.36
1,170.982,0.693,0.618
1,139.995,0.687,0.511
0,182.133,0.966,0.369
1,149.951,0.839,0.895
1,95.001,0.84,0.783
0,122.993,0.942,0.687
0,95.131,0.247,0.44
1,90.052,0.862,0.526
0,130.998,0.872,0.855
1,145.099,0.705,0.863
0,57.257,0.183,0.167
1,126.062,0.787,0.604
1,140.04,0.245,0.816
1,109.958,0.83,0.703
0,129.997,0.851,0.608
1,75.24,0.364,0.524
1,156.038,0.68,0.512
1,132.612,0.902,0.605
0,144.286,0.257,0.578
0,119.994,0.679,0.763
1,160.01,0.667,0.628
0,95.662,0.951,0.315
1,119.073,0.807,0.609
0,78.514,0.846,0.362
0,127.992,0.836,0.721
0,118.003,0.817,0.919
1,144.968,0.741,0.665
0,101.173,0.139,0.188
0,124.247,0.472,0.167
0,93.125,0.0476,0.156
1,92.932,0.454,0.698
0,100.017,0.859,0.428
1,100.093,0.563,0.712
1,156.042,0.511,0.557
0,79.698,0.354,0.336
1,119.941,0.819,0.932
0,134.971,0.768,0.508
1,91.507,0.737,0.628
1,96.993,0.836,0.745
0,179.452,0.988,0.187
0,128.351,0.817,0.295
1,81.0,0.603,0.684
1,122.044,0.417,0.981
0,174.954,0.946,0.32
1,187.027,0.641,0.422
0,116.879,0.74,0.64
0,80.302,0.16,0.0956
0,155.942,0.963,0.724
1,143.015,0.465,0.566
1,131.931,0.585,0.645
0,167.101,0.992,0.127
0,148.015,0.736,0.314
1,137.965,0.724,0.632
0,97.206,0.18,0.569
1,144.926,0.832,0.62
1,144.011,0.81,0.593
1,100.025,0.821,0.582
1,129.972,0.81,0.74
0,134.948,0.739,0.381
1,102.063,0.902,0.635
0,120.01,0.371,0.602
0,112.911,0.031,0.511
1,136.02,0.358,0.467
0,137.985,0.941,0.643
1,157.036,0.775,0.66
0,135.219,0.747,0.445
0,118.969,0.787,0.544
1,110.002,0.477,0.978
0,172.319,0.777,0.601
0,120.257,0.981,0.328
0,173.945,0.709,0.503
0,136.949,0.591,0.609
1,151.94,0.84,0.645
1,150.068,0.653,0.548
0,130.032,0.942,0.522
0,120.859,0.252,0.605
1,129.971,0.834,0.714
0,152.338,0.913,0.369
1,140.06,0.56,0.75
0,152.148,0.445,0.45
0,125.001,0.682,0.792
0,144.694,0.827,0.227
0,188.069,0.536,0.348
1,80.02,0.569,0.85
1,111.554,0.125,0.521
0,120.038,0.268,0.204
1,133.922,0.589,0.709
0,97.216,0.947,0.499
1,103.024,0.781,0.593
1,124.022,0.814,0.756
1,82.155,0.695,0.619
1,111.03,0.991,0.476
0,108.346,0.181,0.478
0,114.769,0.328,0.507
1,171.723,0.878,0.568
1,126.03,0.815,0.649
0,154.994,0.947,0.426
1,129.961,0.719,0.694
0,130.006,0.842,0.512
0,130.4,0.53,0.523
0,107.228,0.694,0.579
1,131.982,0.591,0.872
0,75.7,0.00333,0.233
1,126.044,0.656,0.606
0,139.791,0.28,0.507
1,116.018,0.69,0.665
1,92.774,0.751,0.654
1,135.002,0.594,0.795
1,154.187,0.652,0.768
1,110.028,0.756,0.739
0,174.096,0.983,0.419
0,106.124,0.777,0.601
0,127.29,0.629,0.855
0,119.993,0.863,0.624
0,150.068,0.863,0.477
1,173.702,0.787,0.543
0,84.709,0.916,0.69
0,110.523,0.599,0.298
1,124.935,0.585,0.643
1,140.061,0.682,0.801
0,77.729,0.262,0.0974
1,165.854,0.431,0.561
0,99.898,0.141,0.459
1,126.977,0.547,0.757
1,114.922,0.524,0.698
0,81.755,0.883,0.708
0,180.061,0.988,0.498
1,126.001,0.747,0.699
1,99.933,0.627,0.656
1,128.009,0.537,0.921
1,113.919,0.766,0.68
0,116.285,0.753,0.436
0,132.621,0.603,0.496
1,119.991,0.882,0.711
1,131.925,0.648,0.803
1,152.005,0.778,0.47
1,130.739,0.497,0.606
1,128.002,0.822,0.663
0,99.972,0.921,0.469
0,129.997,0.765,0.941
1,82.439,0.932,0.549
1,145.99,0.525,0.886
1,137.022,0.599,0.82
0,128.051,0.871,0.748
0,129.36,0.933,0.457
1,172.938,0.757,0.825
0,129.075,0.836,0.353
1,95.978,0.86,0.63
1,125.007,0.657,0.585
1,103.976,0.937,0.747
1,117.028,0.875,0.639
1,120.024,0.583,0.786
0,105.012,0.64,0.716
1,92.018,0.893,0.638
0,102.531,0.959,0.555
1,128.008,0.867,0.703
0,90.039,0.959,0.434
1,153.873,0.725,0.656
0,133.907,0.547,0.42
0,114.972,0.573,0.554
1,124.987,0.944,0.685
0,123.162,0.642,0.703
0,99.988,0.517,0.816
1,176.089,0.646,0.754
0,126.059,0.454,0.797
1,144.001,0.677,0.586
0,128.025,0.621,0.32
0,128.076,0.891,0.75
1,128.952,0.69,0.926
0,85.304,0.54,0.444
1,146.018,0.531,0.564
1,100.584,0.677,0.735
0,106.57,0.942,0.612
0,173.873,0.812,0.497
1,107.938,0.738,0.672
1,85.013,0.438,0.846
1,170.22,0.303,0.397
1,143.96,0.498,0.784
1,159.949,0.66,0.698
1,80.027,0.628,0.541
0,88.882,0.371,0.418
0,157.938,0.782,0.346
1,156.08,0.398,0.51
0,125.188,0.433,0.914
1,96.935,0.64,0.659
1,139.912,0.693,0.506
0,125.004,0.929,0.461
1,94.023,0.698,0.63
